run_idx,variant,model,accuracy,f1_weighted,f1_macro,elapsed_sec
75,role_few_shot_self_check,gpt-4o,0.391,0.38847266050550755,0.3397749719396028,1714.4
76,role_few_shot_self_check,deepseek,0.426,0.4195741511344367,0.36160735223360474,7881.19
77,role_few_shot_sarcasm,gpt-4o,0.347,0.34207680519215217,0.3491995867249204,707.4
78,role_few_shot_sarcasm,deepseek,0.414,0.4051119128156871,0.33801046143933805,8122.24
79,role_few_shot_sarcasm_self_check,gpt-4o,0.389,0.3961190600108056,0.34799389650245677,2183.55
80,role_few_shot_sarcasm_self_check,deepseek,0.405,0.3974154658475737,0.3347424698341661,8510.4
81,role_label_explanation,gpt-4o,0.559,0.5829429589927679,0.5405641568185239,673.33
82,role_label_explanation,deepseek,0.64,0.6297089972552219,0.5477711797864641,6885.25
83,role_label_explanation_self_check,gpt-4o,0.578,0.601059871862117,0.5420802956966875,1716.45
84,role_label_explanation_self_check,deepseek,0.628,0.6299299774525479,0.5499004644359246,6406.54
85,role_label_explanation_sarcasm,gpt-4o,0.545,0.5701126735667388,0.5280937865716409,815.02
86,role_label_explanation_sarcasm,deepseek,0.619,0.6136256796982377,0.5248453051083403,6882.17
87,role_label_explanation_sarcasm_self_check,gpt-4o,0.601,0.6154339274948375,0.5526907002099516,1807.38
88,role_label_explanation_sarcasm_self_check,deepseek,0.604,0.5944033679397838,0.5116356806555197,6790.4
89,role_label_explanation_few_shot,gpt-4o,0.56,0.5878954438965573,0.5393218855258527,667.79
90,role_label_explanation_few_shot,deepseek,0.638,0.6329114080059559,0.5539394298020971,7843.7
91,role_label_explanation_few_shot_self_check,gpt-4o,0.601,0.6173477673572857,0.5604737890283265,1603.8
92,role_label_explanation_few_shot_self_check,deepseek,0.639,0.635249881516652,0.5587136671377113,7582.59
93,role_label_explanation_few_shot_sarcasm,gpt-4o,0.507,0.5319466078141326,0.49491760944698737,697.36
94,role_label_explanation_few_shot_sarcasm,deepseek,0.608,0.6107306078447268,0.5255029218879756,8723.31
95,role_label_explanation_few_shot_sarcasm_self_check,gpt-4o,0.604,0.6179228062319483,0.5541638832347399,1868.4
96,role_label_explanation_few_shot_sarcasm_self_check,deepseek,0.619,0.6211782935993013,0.5390354937371747,7650.25
97,role_domain,gpt-4o,0.345,0.32273899462170813,0.3463551287209637,662.36
98,role_domain,deepseek,0.408,0.40902179388362153,0.3450806241192836,8184.53
99,role_domain_self_check,gpt-4o,0.356,0.3443647937651643,0.22336911501605275,1639.45
100,role_domain_self_check,deepseek,0.38,0.3718355415405225,0.3257698961871699,7137.51
101,role_domain_sarcasm,gpt-4o,0.345,0.3363196900832761,0.3491283643786724,651.62
102,role_domain_sarcasm,deepseek,0.449,0.45520685104154485,0.3792179573995175,7478.83
103,role_domain_sarcasm_self_check,gpt-4o,0.363,0.3616610984472277,0.23848717034798608,1653.73
104,role_domain_sarcasm_self_check,deepseek,0.418,0.4163793362369035,0.26585635080779113,6351.12
105,role_domain_few_shot,gpt-4o,0.396,0.4019865889446827,0.39937893467743396,683.24
106,role_domain_few_shot,deepseek,0.404,0.39360561349514456,0.33435098722686596,6791.23
107,role_domain_few_shot_self_check,gpt-4o,0.394,0.3981616421964113,0.2615279205232878,1535.19
108,role_domain_few_shot_self_check,deepseek,0.417,0.41458650551222614,0.3606676234170691,6500.03
109,role_domain_few_shot_sarcasm,gpt-4o,0.344,0.3310754248366013,0.3460021786492375,671.27
110,role_domain_few_shot_sarcasm,deepseek,0.415,0.4047903500218624,0.3401447546127343,7470.6
111,role_domain_few_shot_sarcasm_self_check,gpt-4o,0.402,0.4119029072059346,0.27415366856952755,1243.46
112,role_domain_few_shot_sarcasm_self_check,deepseek,0.426,0.428621010960146,0.3663478633680605,7351.24
113,role_domain_label_explanation,gpt-4o,0.576,0.6020482721352348,0.5446056745341877,671.95
114,role_domain_label_explanation,deepseek,0.599,0.606642890740629,0.5330349627719878,7911.27
115,role_domain_label_explanation_self_check,gpt-4o,0.605,0.625478580299163,0.5571885576136946,1392.95
116,role_domain_label_explanation_self_check,deepseek,0.591,0.6005286606786008,0.5305889199744771,8591.19
117,role_domain_label_explanation_sarcasm,gpt-4o,0.552,0.5775387201753094,0.5284948786297949,602.01
118,role_domain_label_explanation_sarcasm,deepseek,0.616,0.6103311161309668,0.5267468156693059,5311.33
119,role_domain_label_explanation_sarcasm_self_check,gpt-4o,0.602,0.6149749644749227,0.547593433577816,1975.32
120,role_domain_label_explanation_sarcasm_self_check,deepseek,0.603,0.5965861978999293,0.5140879876072955,6048.3
121,role_domain_label_explanation_few_shot,gpt-4o,0.558,0.5864652420814476,0.5348129849738024,644.69
122,role_domain_label_explanation_few_shot,deepseek,0.604,0.6044008149473264,0.5254526380882969,6553.58
123,role_domain_label_explanation_few_shot_self_check,gpt-4o,0.599,0.6184656667709196,0.5525116801612624,1687.45
124,role_domain_label_explanation_few_shot_self_check,deepseek,0.624,0.623554409554664,0.5448289850408604,7592.49
125,role_domain_label_explanation_few_shot_sarcasm,gpt-4o,0.512,0.5400441876469575,0.4961958287931792,759.69
126,role_domain_label_explanation_few_shot_sarcasm,deepseek,0.595,0.5967918284508966,0.5177671991844568,6082.61
127,role_domain_label_explanation_few_shot_sarcasm_self_check,gpt-4o,0.599,0.610480677792041,0.5452083868207103,1692.25
128,role_domain_label_explanation_few_shot_sarcasm_self_check,deepseek,0.602,0.6010051210206027,0.5200373231549525,5380.22
